text;label
"#вакансия #developer #rust #remote

Вакансия: Rust Engineer (Blockchain)
Компания: vSelf
Тип работы: удаленная из любых стран, фулл-тайм.
Заработная плата: $6000 - $8000 в месяц

Основные обязанности:
- Разработка и поддержка высокопроизводительных блокчейн-приложений на языке Rust.
- Разработка и оптимизация смарт-контрактов.
- Интеграция Rust-приложений с различными блокчейн-платформами.
- Участие в архитектурном проектировании и оценке технических решений.
- Обеспечение безопасности и производительности кода.
- Тестирование, отладка и устранение ошибок в коде.
- Участие в планировании задач и оценке сроков выполнения.

Требования:
- Опыт работы с Rust от 3-х лет.
- Знание принципов работы блокчейн-технологий.
- Опыт разработки распределенных систем или работы с блокчейн-платформами (например, Polkadot, Solana, Near).
- Знания алгоритмов и структур данных.
- Опыт написания тестов и понимание методологий обеспечения качества кода.
- Уровень английского языка: Intermediate и выше.

Будет плюсом:
- Опыт работы с WebAssembly.
-Знание и опыт работы с языками, связанными с блокчейном (например, Solidity, Move).
-Опыт использования Docker и инструментов CI/CD.
-Понимание основ криптографии и протоколов консенсуса.
-Участие в open-source проектах.

Контакты: limar_sheref";0
"#вакансия #hybrid #full_time #backend #Vacancy #Warsaw #warsawjobs #Vacancy 

🚀 Ищем Backend Engineer в On The Spot!

Хочешь прокачаться в backend и работать над чем-то по-настоящему серьёзным? Присоединяйся к Cycode — одному из ведущих стартапов в сфере AppSec — через On The Spot Dev (мы строим R&D-команды для мировых техно-компаний).

👨‍💻 О чём задача?
Ты будешь разрабатывать ключевые backend-компоненты для движка статического анализа на Rust, а также платформу для защиты цепочки поставки ПО (SCA, поиск секретов, IaC и другое).
Основной упор — на производительность, масштабируемость и безопасность.

🔧 Технологии:
– Rust или опыт в C/C++/Go с готовностью быстро перейти на Rust
– Работа с CLI-инструментами, профилирование, оптимизация производительности, интеграции в SDLC
– Плюсом будет знание Tree-sitter или AST 🤓

📍 Офис в Варшаве (Prosta 51) — гибридный формат (3 дня в неделю)
💬 Английский — от B1+/B2
💰 Зарплата: от $4750 до $7500 gross
📄 Контракт: B2B (также рассматриваем Blue Card)

Если ты увлечён backend-разработкой и тебе близка тема безопасности — пиши: @AntonRuskevich";0
"#вакансия #python #middle #fulltime #remote #удаленно 

Вакансия: Middle Python Developer
Компания: Interop Labs
Вилка: от 3000 до 3600 USD


Требования:
— Опыт разработки на Python от 2-х лет.
— Опыт работы с фреймворками, такими как Django или Flask.
— Знание SQL и опыт работы с MySQL или PostgreSQL.
— Понимание принципов разработки RESTful API.
— Знание систем контроля версий, таких как Git.
— Умение работать в команде и коммуникабельность.
— Опыт работы  с блокчейном будет плюсом

Обязанности:
— Разработка и поддержка программного обеспечения на языке Python.
— Проектирование и разработка новых функциональных возможностей.
— Оптимизация и улучшение существующего кода.
— Работа с базами данных и создание эффективных запросов.
— Тестирование и отладка кода.
— Участие в совещаниях и обсуждениях технических вопросов.

Мы предлагаем:
— Fulltime-работа. Возможен гибкий график.
— Конкурентная ЗП от от 3000 до 3600 USD., подробнее обговорим лично
— Работа в одной из топовых команд в своей сфере
— Возможность работы на удаленке, откуда вам удобно
— Курсы по повышению квалификации от компании

Контакты: limar_sheref";0
"#вакансия #vacancy #казань

Разработчик PHP в СЭД Практика.

Компания рассматривает кандидатов только из Казани (КО) и готовых к переезду.
З/п: от 150 000 ₽ до 300 000 ₽ (на руки)
Формат работы: Офис,г.Казань, ул. Петербургская .
Уровень позиции: Middle, Senior

Стек проекта: PHP 8.3, PostgreSQL, JS, Vue.js, Memcached, Gearman, Git, ElasticSearch.

🔷Задачи:
Разработка и поддержка работоспособности существующего кода системы;
Оптимизация производительности системы под высокие нагрузки;
Работа с новыми и интересными технологиями (в том числе с ИИ);
Выявление и устранение ошибок систем, улучшение процессов разработки и рефакторинг кода.

🔷Обязательные требования:
Коммерческий опыт в PHP 7 от 2-х лет;
Знание принципов ООП и шаблонов проектирования;
Знание языка SQL;
Опыт использования систем контроля версий git;
Высшее образование.
Будет преимуществом:
Разработка под промышленные СУБД (PostgreSQL);
Опыт работы в консоли, Linux, опыт работы с ИИ, REST API, GraphQL.

Отклики ждем @fr_rec";0
"#вакансия #vacancy #удаленно 

Архитектор DWH в крупный банк.

Компания рассматривает кандидатов только из России.
З/п: обсуждается индивидуально.
Формат работы: Офис, Удаленка, Гибрид(Москва, Питер, Сочи, Екатеринбург, Ростов-на-дону);
Уровень позиции: Senior

🔷Задачи:
Построение архитектуры DWH / Data Lake/ LakeHouse для высоконагруженных сервисов и больших хранилищ (500 тб+): ClickHouse (MergeTree), S3 Data Lake, Kafka, Airflow (ETL/ELT), etc;
Выбор форматов хранения: Parquet, ORC, Avro, JSON, таблицы MergeTree, Replicated, ReplacingMergeTree etc;
Участие в проектировании схем витрин под требования BI/DS/etc;
Проектирование слоёв: RAW → STG → ODS → DM → Marts;
Формирование архитектур ETL/ELT процессов с использованием Airflow / Spark;
Организация потоковой передачи данных из прод-сервисов (Kafka);
Настройка data quality checks и алертинга;
Формирование CI/CD пайплайнов для данных (git + tests + deploy);
Архитектурный надзор команд, валидация предлагаемых изменений, подготовка рекомендаций со стороны архитектуры;
Документирование решений и применяемых подходов;
Консультирование команд по стандартам, регламентам и архитектурным особенностям;
Участие в формировании, защите и реализации Data-стратегии функциональной области.

🔷Обязательные требования:
Опыт работы Lead Data Engineer /Архитектор DWH / DataOps от 3х лет;
Знание ClickHouse на уровне архитектора (MergeTree / Replacing / Collapsing);
Понимание архитектуры DataLake / LakeHouse;
Опыт построения пайплайнов: batch, micro-batch, stream;
Опыт работы с Airflow или аналогами;
Знание SQL уровня проектирования витрин и оптимизации;
Опыт настройки каталога данных: DataHub, OpenMetadata;
Опыт управления метаданными, версионированием схем.
Опыт с облачной инфраструктурой;
Хорошие знания *nix;
Знание технологий: Docker, Kubernetes.

Отклики ждем @fr_rec";0
"#вакансия #vacancy
Всем привет 👋🏻 
Наша команда AIRES активно развивается и ищет новых людей!

🤓 Мы — сплочённая команда молодых разработчиков, учёных и инженеров. Занимаемся проектами в различных областях: автоматизируем предприятия, внедряем AI и роботизированные системы в промышленность и решаем реальные бизнес-задачи.

📚 Мы ищем единомышленников, желающих развиваться в IT, робототехнике, математике, физике и других технологичных направлениях. Нам нужны люди с горящими глазами, готовые постоянно учиться и расти вместе с нами.

В нашей команде вы получите:
💰Оплачиваемую работу над проектами.
🕰 Гибкий формат участия.
🔭 Уникальный опыт и развитие.
👨‍💻 Сильное и мотивированное комьюнити.

▫️Если заинтересовался, заполни форму и мы обязательно с тобой свяжемся.

Узнать больше о наших проектах можно на сайте: www.airesteam.ru

Ссылка на форму: https://docs.google.com/forms/d/e/1FAIpQLScm6kRujWLxPXZKNPw9ey-gIjA6hqkghj6QI8DktOw__aqOcA/viewform?usp=dialog";0
"#помогу #программист #ищуработу 
⚡️Привет! Я — разработчик с опытом работы 4 года, специализируюсь на Frontend, но имею базовые знания Backend.

Технические навыки:

✅ Frontend: React, JSX, JavaScript (ES6+), TypeScript, HTML, CSS, Tailwind CSS, Vue.js, Next.js, Nuxt.js, Svelte, Solid.js, Alpine.js, Angular, Qwik, Stencil.js, Lit, Preact, Ember.js, Riot.js, Mithril.js, Hyperapp, Marko, Dojo, Backbone.js, Knockout.js, Aurelia
✅ Backend (базовый уровень): Node.js, Express.js, MongoDB, Firebase
✅ Дополнительно: Git/GitHub, REST API, GraphQL, Webpack, Vite, Linux (Ubuntu), VirtualBox
✅ Дизайн и прототипирование: Работа через Figma

Дополнительные навыки:

Разработка адаптивных и интерактивных интерфейсов

Оптимизация производительности веб-приложений

Работа с современными UI-библиотеками (MUI, Ant Design)

Верстка по методологиям BEM и ITCSS

Настройка CI/CD для фронтенд-проектов


Готов к сотрудничеству!";0
"#работа #вакансия #fulltime Python-разработчик уровня middle в Community Management Solutions.
🔷Основные обязанности
Разработка и поддержка бекенд-части приложений на Python с использованием Django
Проектирование и оптимизация базы данных PostgreSQL
Участие в архитектурных обсуждениях и принятии технических решений
Написание чистого, поддерживаемого кода с соблюдением стандартов разработки
Проведение код-ревью и работа с командой для улучшения качества кода
Интеграция с внешними API и сервисами
Участие в планировании спринтов и оценке задач
❗Какого кандидата мы ищем
Опыт коммерческой разработки на Python от 3-x лет
Уверенные знания PostgreSQL, опыт проектирования и оптимизации баз данных
Понимание принципов RESTful API и опыт их разработки
Знание систем контроля версий (например, Git)
Опыт работы с контейнерами (Docker)
Преимуществом при отборе будет
Высшее образование в области информационных технологий
Опыт работы с Agile/Scrum методологиями
Знание инструментов для прототипирования и документации (например, Axure, Confluence)
Умение работать с системами управления проектами (Я.Трекер и др.)

🏫Условия работы
Место работы: удаленно (готовы рассмотреть кандидатов из любой точки мира),  с гражданством РФ.
График работы: полная занятость, гибкий график
Договор с ИП / самозанятым / трудоустройство по ТК РФ
Размер оклада: от 140 000 до 200 000 руб.
Социальный пакет
Отклики с резюме ждём в лс";0
"#работа #удаленка #python #telegrambot

Ищу небольшие заказы на Python (junior) / разработку и доработку Telegram-ботов.

Что умею:
• Простые боты с командами, эхо, опросами и напоминаниями
• Исправление багов в существующих проектах
• Интеграция с простыми API
• Настройка команд

Гарантирую:
• Ответственное выполнение задач
• Соблюдение сроков
• Гибкий подход по оплате (символическая / договорная)

Примеры работ:  
https://github.com/spartex486/aiogram-learning  
(только начал вести GitHub, могу показать больше примеров в личке)

Контакты: @Spartex_2011";0
"#работа #удаленка

Ищем надёжного техспециалиста на проекты! ⚙️

Всем привет! Мы — команда продюсеров, занимаемся запусками экспертов, мы умеем находить и структурировать проекты, а теперь масштабируемся и ищем в команду ответственного и технически подкованного специалиста на аутсорс для сборки и поддержки инфраструктуры наших запусков.

Задачи:
• Сборка/поддержка: лендинги (Tilda/конструктор), формы/квизы, TG-бот, платежи.
• Интеграции: CRM (amo/Битрикс), UTM/пиксели, GTM/GA, веб-хуки.
• Логика рассылок/тегов (email/SMS/TG), триггера под этапы прогрева.
• Предпрод-тесты: дымовые, нагрузочные, «сквозной путь оплаты».
• Инциденты: мониторинг, устранение багов, changelog, бэкапы.

Идеально, если вы:
· Делаете всё четко, быстро и без ошибок
· Следите за скоростью и аптаймом
· Умеете тушить техпожары

Условия: удалёнка, проектная работа, фикс за задачу/пакет.

Если вам откликнулась вакансия, заполните анкету (https://docs.google.com/forms/d/e/1FAIpQLSc3vI6pFo0HoI5_DL1pzRVhclNqMlueB7p2yPD4Ql-kafeO3A/viewform?usp=dialog) и мы вам напишем).";0
"#работа #удаленка
Всем привет 👋🏻 
Наша команда AIRES активно развивается и ищет новых людей!

🤓 Мы — сплочённая команда молодых разработчиков, учёных и инженеров. Занимаемся проектами в различных областях: автоматизируем предприятия, внедряем AI и роботизированные системы в промышленность и решаем реальные бизнес-задачи.

📚 Мы ищем единомышленников, желающих развиваться в IT, робототехнике, математике, физике и других технологичных направлениях. Нам нужны люди с горящими глазами, готовые постоянно учиться и расти вместе с нами.

В нашей команде вы получите:
💰Оплачиваемую работу над проектами. Оплата зависит от грейда, роли в команде и финансирования самого проекта. Договор: ГПХ.
🕰 Гибкий формат участия.
🔭 Уникальный опыт и развитие.
👨‍💻 Сильное и мотивированное комьюнити.

▫️Если заинтересовался, заполни форму и мы обязательно с тобой свяжемся.

Узнать больше о наших проектах можно на сайте: www.airesteam.ru";0
"#работа и #удаленка 

Привет! Мы, ""Aspirity Solution"", студия разработки, которая уже 10 лет создает веб и мобильные приложения для самых разных клиентов. 

Сейчас мы ищем AI-интегратора, который присоединится к нашим проектам. Если ты интересуешься ИИ и хочешь развиваться в этом направлении вместе с сильными разработчиками, мы рады видеть тебя в нашей команде!
Вилка з/п: часовая ставка $15-20
Формат: удаленка, гибкий график работы над задачами (дейли созвоны с командой в Тихоокеанском часовом поясе UTC-8)

Ты будешь заниматься настройкой AI-агентов через промпты и их интеграциями в проекты наших клиентов.

Что нужно, чтобы стать частью команды:
-опыт разработки на Python (около года);
-опыт настройки ИИ-агентов/промптинга со сложными запросами (классификация данных, формирование ответа по четкому шаблону);
-интерес к работе с языковыми моделями и стремление развиваться в этом направлении;
-знание языка шаблонов (например, Jinja), разметки markdown, yaml - будет преимуществом;
-уровень английского не ниже В2;
-самостоятельность и проактивность.

Рассмотрим кандидатов строго не из РФ и не из РБ.

для связи: hr@aspirity.com или https://t.me/hr_aspirity (Алина)";0
"#работа и #удаленка 

Привет! Мы, ""Aspirity Solution"", студия разработки, которая уже 10 лет создает веб и мобильные приложения для самых разных клиентов. Сейчас с нашими партнерами мы ищем Senior Backend Python Developer с опытом в проектах направления voIP, который присоединится к нашим проектам.


Ты будешь проектировать API и разрабатывать микросервисы, развертывать сервисы в Google Cloud, организовывать процессы CI/CD.

Требования:
-опыт разработки на Python от 4 лет, участие в проектах направления voIP (SIP, WebRTC);
-стек: Python, FastAPI, Gunicorn, Google Cloud CLI, Lex-Yacc Parser, Linux;
-работа с Postgres, Redis, MySQL;
-опыт контейнеризации с использованием Docker и Docker Compose;
-уровень английского не ниже В2;
-самостоятельность и проактивность.

Что мы предлагаем:
-прямой контракт с юридическим лицом США;
-удаленка, фуллтайм;
-зарплата в $, вилка до $4000.

Режим работы: гибкий график (по задачам и дедлайнам + созвоны с командой), PT (UTC-7) часовой пояс команды.
Рассмотрим кандидатов строго не из РФ и не из РБ.

для связи: hr@aspirity.com или https://t.me/hr_aspirity (Алина)";0
"#резюме #удалённо #проектная

Разработчик C# .NET 
Формат работы: удалённая, проектная 
Вилка:200-250к

О себе:

Имею 4 года коммерческого опыта в разработке программного обеспечения и цифровых сервисов

Основной стек:

Языки и технологии: C#, .NET, Entity Framework, ASP.NET, WPF, WinForms, Keycloak, RabbitMQ, Razor, Blazor 
Базы данных: Postgres, Redis, MongoDB, Oracle, MSSQL 

Опыт работы над проектами:

-Разработка программ для удалённого администрирования 
Создание и поддержка чатов 
-Разработка парсеров данных 
-Разработка новостной ленты для социальной сети 
-Создание сервисов для управления закупками и продажами товаров 
-Разработка сервисов для сбора и обработки медицинской информации 
-Разработка сервисов для работы с документами (шифрование, дешифрование, маркирование и т.д.) 
-Разработка сервисов для управления персональными навыками соискателей для внутренних целей компании 
-Разработка программ для создания/редактирования скриншота с возможностью загрузить изображение на удалённый сервер
- Разработка ИИ агента для проведения код ревью";0
"#удаленка #работа #вакансия
CV Developer
Опыт работы: рассмотрим без коммерческого опыта
Вилка 30000 рублей
График: 5/2
Формат работы: удалённо
Чем предстоит заниматься:
- Сбор датасетов
- Разметка
- Обучение моделей CV
- Анализ получаемых результатов
Кого ищем?
Студентов последних курсов, или начинающих разработчиков, со средними навыками написания скриптов на Python, базовым знанием SQL, и желанием развиваться в ML с упором на CV.
Что мы предлагаем:
- Участие в интересных проектах
- Оформление по студенческому договору, с последующим трудоустройством по ТК
- Обучение в рамках поставленных задач
- Возможности личного и карьерного роста
Контакты для связи:
@Dobby_0";0
"#удалённо #проектная
Присоединяйся к команде AIRES!

Мы — сплочённая команда молодых учёных и инженеров. Мы не ждём следующий технологический прорыв, а создаём его: автоматизируем предприятия, внедряем AI в промышленность и заставляем роботов решать реальные бизнес-задачи.

Нас интересуют проблемы, лежащие на границе возможного — там, где готовых решений нет, а существующие подходы дают сбой.

МЫ ИЩЕМ ИМЕННО ТЕБЯ!
Неважно, студент ты или уже выпустился и построил карьеру. Важно — есть ли у тебя огонь в глазах. Нас интересуют не столько твои текущие навыки, сколько твоя скорость обучения и упорство.
Ты идеально подходишь нам, если:
✅ Одержим решением задач. Любишь головоломки и находишь удовольствие в самом процессе поиска ответа.
✅ Обладаешь азартом первооткрывателя и чувствуешь драйв от разработок, граничащих с научной фантастикой.
✅ Тебе нравится состояние «не знаю». Ты не пугаешься, а загораешься, когда сталкиваешься с задачей, где нет готового ответа, а ChatGPT бессилен.
✅ Горишь желанием развиваться в высокотехнологичных областях (IT, робототехника, математика, физика и другие).

Мы ищем не просто сотрудников. Мы ищем союзников. Единомышленников, которые видят те же проблемы и горят желанием их решить.

ЧТО МЫ ПРЕДЛАГАЕМ?
🔸 Оплачиваемая работа. Получай заработную плату за участие в проектах.
🔸 Востребованный опыт. Ты приобретёшь бесценный опыт в разработке инновационных технологий, который станет конкурентным преимуществом в твоём резюме.
🔸 Прямое влияние. Ты увидишь, как твоя работа меняет к лучшему жизнь людей уже сегодня, а не в отдалённом будущем.
🔸 Полная свобода в поиске решений. Никто не будет диктовать, как именно тебе решать задачу. Важен результат.
🔸 Сильное комьюнити. Ты будешь работать рядом с такими же амбициозными и одержимыми ребятами.
🔸 Сеть контактов. Прямое общение с владельцами бизнеса и CTO крупных компаний. Твои идеи услышат нужные люди.

▫️Если заинтересовался, заполни форму и мы обязательно с тобой свяжемся.

Узнать больше о наших проектах: www.airesteam.ru";0
"*Ведется набор в команду*
-Выручка в среднем 75$ в день.
-Обучение с 0 до результата $$
-Все легально без закладок и тд 
- Ноутбук/телефон + 2-3 часа в день, все зависит от Вас.
Кому интересно пишите в ЛС @Ilona_maka";0
/report Реклама программного обеспечения для работы с криптобиржами;0
/report рефералка криптобиржи спам;0
"? А, ну, нет, курс я продвигать не хотел, потому что сам не знаю, что это за курс)

Хотел узнать от других какого качества он, если как python для продвинутых и т.п, то отказался бы от покупки";0
@chirizxc https://github.com/chirizxc/forward_bot/pull/8#issuecomment-3315984152 лучше?;0
"> middle или senior
> как он работает с курсором";0
"> программирование игр
> изучаем пайтон";0
">>> ""selected_files_list"" in globals()
True
питон учить маленько надо таки";0
«Рецидивисты», «вредители» и прочие не-HRы.;0
"❗️Ищем менеджера по развитию партнёрской сети/продажи

Что делать:
— Расширять партнёрскую сеть (интеграторы, агентства, сейлзы)
— Привлекать новых партнёров и сопровождать сделки
— Активировать «спящих» партнёров, работать с метриками и CRM

Требования:
— Опыт от 2 лет в IT-аутстаффинге/аутсорсинге
— Своя база партнёров (агентства, сейлзы, подрядчики)
— Участие в сделках через партнёров
— Навыки презентаций, коммуникации с ЛПР, понимание IT-ролей
— Уверенное пользование CRM и работа с метриками

Важно в отклике:
— Примеры сделок через партнёров
— Топ-3 канала лидогенерации
— Краткий опыт в IT";0
"⚡️ Информация от наших друзей 

🚀 Преподавать информатику и математику в Школе 800 – твой шанс изменить будущее!

Ты профессионал в IT или точных науках и хочешь делиться знаниями на практике? Присоединяйся к команде Школа 800: в корпусах ""Верхние Печеры"", ""Автозавод"" и ""Сормово"" открыты вакансии учителей информатики и математики!

✨ Идеальный вариант для совмещения:
✅ Гибкий график подстроим под твою основную работу.
✅ Официальное трудоустройство по совместительству.
✅ Современные технологии и цифровые инструменты для ярких и эффективных уроков.
✅ Возможность развивать у учеников проектное мышление и навыки исследований.
✅ Работа в инновационной среде с поддержкой опытных коллег.

🔍 Узнай больше о Школе и её вакансиях: https://shkola800.ru/vacancies/242-uchitel/ 

Вдохновляя учеников сегодня, ты помогаешь им добиваться успеха завтра! 🌟";0
